epoch loss mse ssim_score val_loss val_mse val_ssim_score
0 0.14577163755893707 0.001974265556782484 0.8542377352714539 0.13076822459697723 0.0007822551415301859 0.8693138360977173
1 0.12446747720241547 0.0007684914162382483 0.8755502700805664 0.1529838889837265 0.000854622689075768 0.8471024036407471
2 0.12974750995635986 0.0007964120013639331 0.8702694177627563 0.14666740596294403 0.0007746745250187814 0.853419840335846
3 0.12301056832075119 0.000727562524843961 0.8769893646240234 0.14952152967453003 0.0010152916656807065 0.8505732417106628
4 0.12110497057437897 0.0007076617912389338 0.8789017200469971 0.12376217544078827 0.0007101739756762981 0.8763155341148376
5 0.12177613377571106 0.0007137936190702021 0.8782318830490112 0.14555391669273376 0.0007753391982987523 0.8545384407043457
6 0.12422636896371841 0.0007160105742514133 0.8757743835449219 0.12525755167007446 0.0006941755418665707 0.8748217225074768
7 0.12007385492324829 0.0006912486860528588 0.8799263834953308 0.16132321953773499 0.000775551307015121 0.8387584090232849
8 0.11865830421447754 0.000682596757542342 0.8813497424125671 0.12359805405139923 0.0006578051834367216 0.8764735460281372
9 0.11935646831989288 0.0006851596990600228 0.8806487917900085 0.12734469771385193 0.0007020838093012571 0.8727297782897949
10 0.11846784502267838 0.0006798813701607287 0.8815311193466187 0.14649000763893127 0.0007708086050115526 0.8535958528518677
11 0.11773725599050522 0.0006739423843100667 0.8822738528251648 0.13655614852905273 0.0007275919197127223 0.8635287880897522
12 0.11666500568389893 0.0006651993608102202 0.8833536505699158 0.1279469132423401 0.0007075530593283474 0.8721340298652649
13 0.11575182527303696 0.000656432646792382 0.8842462301254272 0.12081368267536163 0.0006760000251233578 0.8792621493339539
14 0.11662472784519196 0.0006706040003336966 0.8833882808685303 0.13963358104228973 0.0007254335796460509 0.860450804233551
15 0.11446558684110641 0.000640624319203198 0.8855466842651367 0.12070699036121368 0.0006504967459477484 0.8793691992759705
16 0.11329356580972672 0.0006280365050770342 0.8867114186286926 0.12968187034130096 0.0007000851328484714 0.8703990578651428
17 0.11190464347600937 0.0006141075282357633 0.8881022334098816 0.1148633062839508 0.0006187018589116633 0.8852086067199707
18 0.1109522208571434 0.0006056142738088965 0.8890507221221924 0.1287994235754013 0.0007025242666713893 0.8712819814682007
19 0.10991603881120682 0.0005955221131443977 0.8900904655456543 0.11234278231859207 0.0005902440170757473 0.8877277374267578
20 0.10908687859773636 0.000588358729146421 0.8908966779708862 0.11118082702159882 0.0005779963685199618 0.8888888955116272
21 0.10865407437086105 0.0005844327388331294 0.8913463354110718 0.13326972723007202 0.0007092815358191729 0.8668139576911926
22 0.10786344856023788 0.0005773989832960069 0.8921249508857727 0.11549612879753113 0.0006205246318131685 0.8845759034156799
23 0.10723251104354858 0.0005720321787521243 0.8927599191665649 0.10960748791694641 0.0005682114278897643 0.8904612064361572
24 0.1068132147192955 0.0005682318587787449 0.893178403377533 0.11196473985910416 0.0005744249792769551 0.8881058692932129
25 0.10641379654407501 0.0005641504540108144 0.8935918211936951 0.10935936123132706 0.0005677943699993193 0.8907093405723572
26 0.10592959076166153 0.0005598266143351793 0.8940765857696533 0.11138447374105453 0.000580925028771162 0.888685405254364
27 0.10555887967348099 0.0005571302026510239 0.8944446444511414 0.11195588111877441 0.0006008648779243231 0.8881147503852844
28 0.10520564764738083 0.0005532116629183292 0.8947893977165222 0.10815613716840744 0.0005582274752669036 0.8919119238853455
29 0.10488718748092651 0.0005509448819793761 0.8951042294502258 0.12341805547475815 0.0006633421871811152 0.8766597509384155
30 0.1045592725276947 0.0005477868253365159 0.8954429626464844 0.11155834794044495 0.0005750389536842704 0.8885108828544617
31 0.10434966534376144 0.0005456649814732373 0.8956632614135742 0.10779038816690445 0.000555577571503818 0.8922778367996216
32 0.10447446256875992 0.0005467529408633709 0.8955303430557251 0.10750981420278549 0.0005508566391654313 0.8925580978393555
33 0.10398468375205994 0.0005423584370873868 0.8960188031196594 0.10884508490562439 0.0005636614514514804 0.8912233710289001
34 0.1037464588880539 0.0005404927069321275 0.8962541222572327 0.10762353241443634 0.0005548398476094007 0.8924442529678345
35 0.10367947816848755 0.000539580243639648 0.8963137269020081 0.10689288377761841 0.000545272312592715 0.8931744694709778
36 0.10351621359586716 0.0005380560760386288 0.8964967131614685 0.10661284625530243 0.0005444703274406493 0.8934544324874878
37 0.10334941744804382 0.0005362710217013955 0.8966566324234009 0.10705370455980301 0.0005441530956886709 0.893013060092926
38 0.10334845632314682 0.0005363174132071435 0.8966359496116638 0.10658219456672668 0.0005444054841063917 0.8934846520423889
39 0.1031883955001831 0.0005352002917788923 0.8968117833137512 0.10671380162239075 0.000548816635273397 0.8933526873588562
40 0.10303837805986404 0.0005336354952305555 0.8969734311103821 0.10632981359958649 0.0005418616929091513 0.8937371969223022
41 0.10289205610752106 0.0005323844961822033 0.8970999717712402 0.1061849519610405 0.0005415918421931565 0.8938812613487244
42 0.10295943170785904 0.0005333671579137444 0.8970330953598022 0.10639330744743347 0.0005422362009994686 0.8936735391616821
43 0.10285334289073944 0.0005313166184350848 0.8971371054649353 0.1061810851097107 0.0005403353134170175 0.8938857913017273
44 0.10275381803512573 0.0005308877443894744 0.8972414135932922 0.10627234727144241 0.000540981418453157 0.8937938213348389
45 0.1026696264743805 0.000530090241227299 0.8973382115364075 0.10623452067375183 0.0005410761223174632 0.8938319683074951
46 0.10263899713754654 0.0005297397146932781 0.8973546624183655 0.10605019330978394 0.0005403037066571414 0.8940165638923645
47 0.10255797207355499 0.0005287281237542629 0.8974295258522034 0.10605700314044952 0.0005413476028479636 0.8940096497535706
48 0.10254639387130737 0.0005286032101139426 0.8974588513374329 0.1061737909913063 0.0005395034677349031 0.8938928842544556
49 0.1024724617600441 0.0005280480836518109 0.8975356817245483 0.10580974817276001 0.0005385669646784663 0.8942568898200989
