epoch loss mse ssim_score val_loss val_mse val_ssim_score
37 0.08991114050149918 0.0004096176417078823 0.910082995891571 0.09524977952241898 0.00044182760757394135 0.9048102498054504
38 0.08972200751304626 0.00040811923099681735 0.910274088382721 0.09510572254657745 0.00044146014261059463 0.9049538373947144
39 0.08952140063047409 0.0004059265193063766 0.9104768633842468 0.09495360404253006 0.0004387859662529081 0.9051063656806946
40 0.08962605148553848 0.00040763363358564675 0.9103572368621826 0.09481965005397797 0.0004398280871100724 0.9052395224571228
41 0.08925692737102509 0.00040409225039184093 0.910739541053772 0.09467129409313202 0.000441785785369575 0.9053879976272583
42 0.0891529768705368 0.0004033034492749721 0.9108517169952393 0.09478237479925156 0.00043938940507359803 0.9052774310112
43 0.08900954574346542 0.0004020355409011245 0.9109915494918823 0.09455098956823349 0.0004389180976431817 0.9055085778236389
44 0.0889403373003006 0.0004012927529402077 0.9110441207885742 0.09455999732017517 0.00043747632298618555 0.9054990410804749
45 0.0888391062617302 0.0004003892245236784 0.9111429452896118 0.09458655118942261 0.0004373647680040449 0.905472457408905
46 0.08870941400527954 0.0003993484715465456 0.9112902879714966 0.09426897764205933 0.0004351129464339465 0.9057900309562683
47 0.08863439410924911 0.00039868318708613515 0.9113680720329285 0.09433131664991379 0.00043462589383125305 0.9057276248931885
48 0.08856488764286041 0.0003981727932114154 0.911441445350647 0.09430839121341705 0.00043525046203285456 0.905750036239624
49 0.08849850296974182 0.00039767695125192404 0.9115046858787537 0.0942855104804039 0.0004343875916674733 0.9057731032371521
