epoch loss mse ssim_score val_loss val_mse val_ssim_score
0 0.14644275605678558 0.007033118978142738 0.8535676598548889 0.1489071547985077 0.0008169469656422734 0.85118168592453
1 0.12450426071882248 0.0007433882565237582 0.8754996657371521 0.14594651758670807 0.0008551288046874106 0.854145884513855
2 0.12193625420331955 0.0007250930066220462 0.8780525326728821 0.14966705441474915 0.0008002157555893064 0.8504265546798706
3 0.12008824199438095 0.0007082105148583651 0.879909336566925 0.1259499043226242 0.0008043934940360487 0.8741291165351868
4 0.11908014863729477 0.0006963464547879994 0.8809341192245483 0.12009021639823914 0.0006919631850905716 0.8799850940704346
5 0.11883650720119476 0.0006894064717926085 0.8811643719673157 0.1315343827009201 0.000786157906986773 0.868548572063446
6 0.11686965078115463 0.0006704343250021338 0.8831338882446289 0.14484716951847076 0.0008020885288715363 0.8552408218383789
7 0.1150650754570961 0.0006533843115903437 0.8849203586578369 0.14569883048534393 0.0007564335246570408 0.8543903231620789
8 0.11285222321748734 0.0006308456067927182 0.8871528506278992 0.1268717497587204 0.0007178412633948028 0.8732082843780518
9 0.11122975498437881 0.0006161340861581266 0.8887551426887512 0.14074943959712982 0.0007671118364669383 0.8593387603759766
10 0.10994073748588562 0.0006040270091034472 0.8900709748268127 0.11725298315286636 0.00062766537303105 0.8828158974647522
11 0.10818303376436234 0.0005878357915207744 0.8918259739875793 0.14409857988357544 0.000782630464527756 0.8559908270835876
12 0.10693344473838806 0.0005766898393630981 0.8930653929710388 0.11761701852083206 0.000648369372356683 0.8824570178985596
13 0.10576749593019485 0.0005660797469317913 0.8942362666130066 0.12585964798927307 0.0007127062999643385 0.874220073223114
14 0.10456443578004837 0.000556199171114713 0.8954282402992249 0.11850052326917648 0.0006417588447220623 0.8815680742263794
15 0.10359932482242584 0.0005471112672239542 0.896406888961792 0.12835587561130524 0.0006964990170672536 0.8717231154441833
16 0.10253005474805832 0.00053683907026425 0.8974683284759521 0.12037061154842377 0.0006649766000919044 0.879705011844635
17 0.10153187066316605 0.0005251660477370024 0.8984633088111877 0.11168903857469559 0.0006025954498909414 0.8883808851242065
18 0.10053852945566177 0.0005146040348336101 0.8994476795196533 0.13709129393100739 0.0007320187287405133 0.8629961609840393
19 0.10012945532798767 0.0005088348989374936 0.8998749256134033 0.13108758628368378 0.0007049005944281816 0.8689954280853271
20 0.09852777421474457 0.0004932177835144103 0.9014773964881897 0.1190079003572464 0.0006475211121141911 0.8810670971870422
21 0.09767349809408188 0.00048285030061379075 0.9023210406303406 0.12328691780567169 0.0006680251099169254 0.87679123878479
22 0.09660791605710983 0.00047146438737399876 0.9033808708190918 0.102353036403656 0.0005142864538356662 0.8977111577987671
23 0.09594924002885818 0.00046485126949846745 0.9040489196777344 0.10242019593715668 0.000502720766235143 0.8976439237594604
24 0.09509178251028061 0.00045619517914019525 0.9049134850502014 0.12467274814844131 0.0006657498306594789 0.8754061460494995
25 0.09436126053333282 0.00044929509749636054 0.9056270718574524 0.09860317409038544 0.0004734847170766443 0.9014584422111511
26 0.09373051673173904 0.00044310090015642345 0.9062613844871521 0.09782665222883224 0.0004691318317782134 0.9022343754768372
27 0.09325288981199265 0.0004394372517708689 0.9067544937133789 0.09847614914178848 0.00046958113671280444 0.9015851020812988
28 0.09266583621501923 0.0004336209676694125 0.9073348641395569 0.09924925118684769 0.000478919391753152 0.9008127450942993
29 0.09215536713600159 0.0004290643846616149 0.9078527092933655 0.09736432135105133 0.0004603288252837956 0.9026970267295837
30 0.09179838001728058 0.00042588249198161066 0.9082119464874268 0.09779062867164612 0.0004658872203435749 0.9022709131240845
31 0.09139511734247208 0.0004223491996526718 0.9086109399795532 0.09766023606061935 0.00045990399667061865 0.9024009108543396
32 0.09106425940990448 0.0004197789530735463 0.9089346528053284 0.09645295143127441 0.0004497238260228187 0.903607189655304
33 0.09079325199127197 0.00041733664693310857 0.9092018008232117 0.09813512116670609 0.00046735804062336683 0.9019261002540588
34 0.09053146839141846 0.00041469724965281785 0.9094699025154114 0.09569141268730164 0.0004456650640349835 0.9043689966201782
35 0.09028957039117813 0.0004127537540625781 0.9097006916999817 0.09563545882701874 0.000446630670921877 0.9044241309165955
36 0.09011455625295639 0.00041120132664218545 0.9098857641220093 0.09533428400754929 0.0004412577545735985 0.9047245383262634
